"","block","mic","rep","id","T.min","T.min.min","T.min.max","T.min.na","T.max","T.max.min","T.max.max","T.max.na","T.opt","T.opt.min","T.opt.max","r.max","r.max.min","r.max.max","T.br.min","T.br.min.min","T.br.min.max","T.br.min.na","T.br.max","T.br.max.min","T.br.max.max","T.br.max.na","a","b","tmax","d.t","a.mod","b.mod","tmax.mod","d.t.mod"
"41",1,"none",1,"b1.mnone.r1",1.60365313175139,-10.753084062059,9.08516476731233,0,42.2804637611505,41.2311231937364,43.0917895643381,0,31.7444647560558,30.166444984649,33.1356016463096,1.81720754475217,1.48277175413929,2.09760015315623,16.3434145466302,11.5080962696717,19.9615213625462,0,39.8156715706333,38.8352873746861,40.6625395367332,0,0.0485566325533817,-1.03868728269689,44.15827972128,8,0.0485808938846776,-1.05019544144795,44.0877387365246,8
"42",1,"5",3,"b1.m5.r3",3.86648375749126,1.08381349436939,6.4345478998695,0,42.660095071798,42.4228731830489,42.9127128195708,0,32.8457935727707,32.3029595696642,33.6068585483396,2.02827041454909,1.94260853542834,2.10905193138895,18.2631618184404,17.2495486674411,19.1668845851957,0,40.3834935457018,40.0489669929903,40.6697946171365,0,0.0486387477752268,-1.17255642277248,44.4038280590444,7.15779128802451,0.0486655905356396,-1.18901238506639,44.4349248476362,7.1723200417728
"43",1,"6",1,"b1.m6.r1",1.61660164732651,-4.03397365249748,6.94320266059855,0,42.5339573293059,42.1051655254544,42.9949358858147,0,32.4917101407492,31.6573030396179,33.8464253005405,1.87604628395022,1.73241697858192,2.00378588926548,17.1556904865441,15.3476299032874,19.0212087021356,0,40.2241007101222,39.7314764680938,40.7924261767928,0,0.0458691147474993,-1.05149330337108,44.2681135777314,7.17385942900295,0.0462967328620823,-1.09109054441837,44.3553153520523,7.29308087936834
"44",1,"2",3,"b1.m2.r3",4.61665895824156,-7.64007656244157,12.7199142055917,0,42.8235995389644,41.8213039680815,43.5139154739573,0,34.4174231758262,32.4259893305116,36.5112653928072,2.04464398654392,1.65674537539521,2.36154777055753,20.1925286221269,16.0364821967545,24.1347544404352,0,40.9400906919264,39.7948555333086,41.845296577524,0,0.041475660986663,-1.19901915320305,44.242533629234,4.98189299416695,0.0419221415060631,-1.26913735512835,44.3301512119319,5.19839418355584
"45",1,"8",2,"b1.m8.r2",5.94144188473069,1.63150363309981,10.3356547219606,0,42.3439882129609,41.750353187794,42.8450398921918,0,32.4556813757762,31.7241641678605,33.1723588562979,1.92149739033344,1.72983256304222,2.0918040978194,18.4624185698506,16.497985956386,20.6303419433502,0,40.0086866954894,39.4289535356239,40.4746554133788,0,0.0528132791377184,-1.28330475043852,44.4012836130645,8,0.0528576705638085,-1.29170128331092,44.3759338416211,8
"46",1,"5",1,"b1.m5.r1",4.45078458941587,1.47126515152708,6.47337443568601,0,42.3836700812482,42.1328382046297,42.7405825642199,0,32.349328047954,31.9543588163425,32.7254973546459,2.0272055777486,1.93149382212605,2.12313169114736,17.9210407130926,16.6265267588017,18.8052761531721,0,40.010952591119,39.7839796521581,40.3675862348996,0,0.0532673356672616,-1.194837425687,44.226834274674,8,0.0532702060608403,-1.18687006282968,44.2422560557121,8
"47",1,"10",2,"b1.m10.r2",-1.20579593373312,-14.9403267803839,7.29555665618854,0,42.0695119798739,41.1752325765089,43.0888243987573,0,31.08031439633,29.5916579505147,32.6162836757528,1.61087467603938,1.33305247928579,1.84602868595085,14.7363330382761,9.42750014292794,18.9497661398833,0,39.4936148436086,38.6137586544503,40.5303168041493,0,0.043727893532428,-0.92545111845604,44.0184991619248,8,0.0437108766917542,-0.926820788399559,44.0352361462285,8
"48",1,"4",3,"b1.m4.r3",4.85497052355338,-2.51560248985644,10.796734659781,0,42.4878485098438,41.7015219693652,43.4045501002916,0,32.2693956394,31.1507058853723,33.2234182030898,1.75366946237815,1.51434681393943,1.98655895879531,17.810379566237,14.5976237895004,20.7641857020037,0,40.0627174334865,39.2812337150082,40.8992717826335,0,0.0489045429749555,-1.20526636478744,44.6009533796215,8,0.0489009928621677,-1.19606068169799,44.570870396314,8
"49",1,"13",1,"b1.m13.r1",6.14271852353194,-2.72711755295373,11.2067905884393,0,42.213267730502,41.3708170996688,43.3090825227541,0,32.3437478588304,31.1934028951687,33.5662666204397,1.91060129762309,1.61976478856276,2.21912143913137,18.4965135922889,14.6532313131961,21.1008894931188,0,39.8693153867002,39.0363499328404,40.8814042783194,0,0.0532257503947501,-1.29894544687344,44.248926485968,8,0.052957633935419,-1.28125068983479,44.249343020584,8
"50",1,"13",3,"b1.m13.r3",2.57052832501144,-6.12889146627134,8.83078211770754,0,42.1863560058932,41.4783919510816,43.2283573333537,0,31.7004084866097,30.5540782446554,32.7503660937421,1.64092385681089,1.43230889421908,1.84393709569707,16.5908460601978,12.3805791300179,19.2962521877433,0,39.7186528150578,38.9526036381244,40.6410920694522,0,0.0461720107456767,-1.08431856348532,44.3014628894775,8,0.0462639582886105,-1.08419791513337,44.3259429265515,8
"51",1,"11",2,"b1.m11.r2",7.15112091061463,-1.02421089418876,12.0797115027765,0,42.5236040574964,42.1375563460298,43.0557472704467,0,35.4414068843669,33.6228104781185,37.7188290069139,2.0231952285181,1.8180053582853,2.30313422004911,22.1203426901914,19.2954743849946,25.0856337058922,0,40.9860306553385,40.35876136098,41.9051596942265,0,0.0380933455447145,-1.31600004270025,43.7070782757889,3.59534533900769,0.0380285986302403,-1.29721404287503,43.7532363578476,3.5880039044359
"52",2,"15",1,"b2.m15.r1",3.98468194633042,-1.02733897595193,8.68074318416044,0,42.2905919643883,41.8376576550957,42.8979146749781,0,32.3293816735418,31.4951357889656,33.0169850116439,2.15307895222079,1.94161711924924,2.36211131532984,17.8703006873559,15.5597271936243,19.8532789684998,0,39.9469733458428,39.5033680103558,40.5426023719091,0,0.0551587401539764,-1.17030902964221,44.0215169900282,8,0.0551267525290836,-1.17263155334677,44.0467986911995,8
"53",2,"none",1,"b2.mnone.r1",4.83510296538252,-1.2290767334059,10.5540009892307,0,42.5531633756702,41.6651397650996,43.2374163720616,0,32.5369203531419,31.5979518938089,33.5118524910847,2.00719163686838,1.77240022990538,2.25120272660149,18.1389666977623,15.4557408765028,20.9018948361902,0,40.1937715187988,39.4592104758423,40.922734282654,0,0.0531501196429843,-1.21589679102745,44.4565787466855,8,0.0530261182610509,-1.23111503720788,44.4335538293189,8
"54",2,"6",3,"b2.m6.r3",3.19965771336148,-0.649489673516433,6.77964783035617,0,42.5224830686689,42.0599892453125,42.8344971500133,0,32.3671604378991,31.8504562243512,32.9282059251767,2.15740477766949,2.00584869429805,2.2983865494613,17.578536995924,15.8999437925507,19.0919241278482,0,40.1246291446583,39.6993456048649,40.4513717110399,0,0.0543755869238571,-1.12372597968264,44.1864443539188,8,0.0543219764416198,-1.12405943150566,44.1461467901108,8
"55",2,"13",3,"b2.m13.r3",2.41794923775415,-1.93433522162103,6.64592921316882,0,42.4225100670419,42.1184328247747,42.9151298641966,0,32.2297506282772,31.5772754880076,32.8061999720034,2.07584209814079,1.92901705133392,2.23064498870462,17.178694438427,15.2117184750359,18.8326026483233,0,40.0273813954351,39.6563483647631,40.4823086698229,0,0.0526245174694538,-1.08004447639355,44.1417854830825,8,0.0527068137521698,-1.08222580022783,44.1539084741848,8
"56",2,"14",3,"b2.m14.r3",3.16887761863794,-6.07643815059825,8.58399377007023,0,42.6567686053084,42.1544789593683,43.3213596287571,0,32.9911622469495,31.8357203314854,34.6590455820748,2.05811064938765,1.89128785778045,2.28073741648323,18.2125869257247,15.4924084482563,20.4887605774395,0,40.4419534526715,39.7928372635836,41.1156621473425,0,0.0481978300808383,-1.1313801572911,44.2728405367781,7.13598830411394,0.0489472247766295,-1.16860359535201,44.4148354531093,7.20318889662437
