"","unique.id","temp","nit","salt","block","mic","plate","well","rep","µ","k","time"
"223","b1.t30.p2.w85",30,1000,1.33,1,"7",2,85,1,-0.00418439005168317,1.106,2.47125
"224","b1.t30.p2.w86",30,1000,9.33,1,"10",2,86,3,0.00647833641773493,1.123,1.45782407407407
"225","b1.t30.p2.w89",30,1000,4,1,"2",2,89,2,0.0275499295428369,1.021,1.45782407407407
"226","b1.t30.p2.w94",30,1000,8,1,"7",2,94,3,0.0138202609729152,1.055,0.878981481481481
"227","b1.t30.p2.w96",30,1000,6.67,1,"6",2,96,1,0.0692864031820683,0.869,0.878981481481481
"228","b1.t30.p2.w100",30,1,0,1,"12",2,100,2,-0.00199734231344514,1.061,1.45782407407407
"229","b1.t30.p2.w104",30,1000,2.67,1,"3",2,104,3,-0.00661909786579792,1.027,2.47125
"230","b1.t30.p2.w105",30,100,0,1,"15",2,105,2,0.0159092783417909,0.916,1.45782407407407
"231","b1.t30.p2.w107",30,10,0,1,"14",2,107,2,-0.00682794517683983,0.994,1.45782407407407
"232","b1.t30.p2.w108",30,5,0,1,"8",2,108,3,-0.0106020791883949,1.175,0.878981481481481
"233","b1.t30.p2.w109",30,1000,2.67,1,"all",2,109,1,0.0603169034454582,1.153,0.878981481481481
"234","b1.t30.p2.w110",30,1000,1.33,1,"6",2,110,3,0.00922257255186989,1.1,1.45782407407407
"235","b1.t30.p2.w114",30,0,0,1,"8",2,114,1,0.00779960861075918,1.033,1.45782407407407
"236","b1.t30.p2.w115",30,0,0,1,"all",2,115,2,-0.00185627714107994,0.994,1.45782407407407
"237","b1.t30.p2.w116",30,1000,10.67,1,"8",2,116,3,0.0114626840023985,0.98,1.45782407407407
"238","b1.t30.p2.w120",30,400,0,1,"15",2,120,2,0.00320767179016269,0.979,2.47125
"239","b1.t30.p3.w124",30,1000,1.33,1,"10",3,124,3,0.0144650636463981,0.978,1.46028935185185
"240","b1.t30.p3.w125",30,1000,0,1,"13",3,125,3,-0.00639548271764932,1.057,1.46028935185185
"241","b1.t30.p3.w131",30,1,0,1,"10",3,131,2,0.0296805810679442,0.948,0.881886574074074
"242","b1.t30.p3.w132",30,700,0,1,"10",3,132,1,0.00416316638561655,0.936,1.46028935185185
"243","b1.t30.p3.w133",30,10,0,1,"5",3,133,2,-0.0117836799315909,0.987,8.53178240740741
"244","b1.t30.p3.w136",30,0,0,1,"3",3,136,1,0.0550192374113885,1.006,0.881886574074074
"245","b1.t30.p3.w137",30,1000,6.67,1,"8",3,137,2,-0.00509059893371084,1.111,5.51469907407407
"246","b1.t30.p3.w141",30,400,0,1,"7",3,141,2,0.0144220811671467,1.023,3.57556712962963
"247","b1.t30.p3.w143",30,1000,12,1,"1",3,143,1,0.0505105313775374,1.336,5.51469907407407
"248","b1.t30.p3.w145",30,50,0,1,"15",3,145,1,0.0353274574805119,0.913,0.881886574074074
"249","b1.t30.p3.w146",30,0,0,1,"11",3,146,3,-0.00346867798100863,0.922,1.46028935185185
"250","b1.t30.p3.w149",30,5,0,1,"6",3,149,2,0.061964222317211,0.795,0.881886574074074
"251","b1.t30.p3.w151",30,1000,12,1,"15",3,151,2,0.0264060548296809,1.057,0.881886574074074
"252","b1.t30.p3.w152",30,0,0,1,"10",3,152,3,0.0387663899613042,0.942,0.881886574074074
"253","b1.t30.p3.w153",30,25,0,1,"9",3,153,3,0.044084365935845,0.891,0.881886574074074
"254","b1.t30.p3.w154",30,1,0,1,"15",3,154,3,0.000811006431971122,0.97,1.46028935185185
"255","b1.t30.p3.w161",30,400,0,1,"4",3,161,3,-0.00688828065350999,0.976,1.46028935185185
"256","b1.t30.p3.w162",30,1000,2.67,1,"all",3,162,3,0.0554423678198538,1.108,2.47336805555556
"257","b1.t30.p3.w163",30,1000,12,1,"13",3,163,3,0.0544737201602728,0.861,0.881886574074074
"258","b1.t30.p3.w165",30,25,0,1,"5",3,165,3,0.0409939154613268,0.974,0.881886574074074
"259","b1.t30.p3.w166",30,1000,5.33,1,"14",3,166,3,0.0454512123823556,1.003,0.881886574074074
"260","b1.t30.p3.w167",30,10,0,1,"6",3,167,2,0.0735403315571892,1.249,0.881886574074074
"261","b1.t30.p3.w168",30,1000,0,1,"5",3,168,2,0.0178289564731647,1.037,0.881886574074074
