"","block","mic","rep","id","K.s.mod","K.s.post","K.s.min","K.s.max","K.s.na","r.max.mod","r.max.post","r.max.min","r.max.max","r.max.na","R.post","R.min","R.max","R.na"
"107",3,"all",1,"b3.mall.r1",279.644293873332,329.364961838675,102.39410785686,707.333492961687,0,2.314280820493,2.35481758438553,1.80263331507123,3.314280820493,0,100.604072010046,46.8679328651361,155.326568883753,0
"108",3,"2",3,"b3.m2.r3",77.7296537192252,81.5195151138052,58.3320595688943,106.572518881012,0,1.74085280492153,1.72377623017895,1.60351551795194,1.8674399775745,0,39.6185974634984,30.603056282522,48.1410436800547,0
"109",3,"9",2,"b3.m9.r2",115.557748671356,128.601033833657,54.6634507162644,258.598289895119,0,1.76330540515776,1.7534571602666,1.41758959603414,2.18020297290563,0,61.3116570160861,32.2443978588933,98.1269519483178,0
"110",3,"12",1,"b3.m12.r1",97.9328390808828,96.8804644400981,41.699411999683,193.27632066205,0,1.64596936463679,1.65441141382503,1.35387324863916,1.96264322798068,0,50.6695870395617,30.2036464411675,85.6832744193322,0
"111",3,"5",1,"b3.m5.r1",110.140118313834,128.727424912618,36.2578937749902,268.648540232283,0,1.67430878191177,1.65546451500289,1.30338985176349,2.15772390845312,0,65.7854837106201,30.2624349780172,108.900374153044,0
"112",3,"14",1,"b3.m14.r1",58.4115055762189,63.3755699922069,43.7659796531101,84.832582147603,0,1.69073313921178,1.65944692016089,1.53936017001057,1.81304513635553,0,32.1721124511528,23.8017209705498,40.401054999189,0
"113",3,"none",3,"b3.mnone.r3",67.0108091664996,74.9622571652519,48.6936637857881,107.644758809237,0,1.70453085923577,1.67347953853411,1.51291853676607,1.85390677635481,0,37.9522238174593,27.4029883250659,50.0502544660775,0
"114",3,"15",1,"b3.m15.r1",168.535618807638,192.365832479908,99.3913651050502,313.61436002231,0,1.76051750835318,1.76021915039644,1.49527164008903,2.10672678132774,0,89.2977317130859,57.0552552816985,119.61910922456,0
"115",3,"7",2,"b3.m7.r2",51.8038685975062,58.5574091725831,31.0315043479567,97.391666419379,0,1.55239844471257,1.51213432259804,1.32678266932718,1.721592537452,0,34.700529168751,21.1196103606662,51.3866402153749,0
"116",3,"6",3,"b3.m6.r3",71.9909538908567,78.1853300269672,49.6275807849593,110.745677294389,0,1.70545697138531,1.67475695507735,1.52970861299059,1.86573508550809,0,38.981836171507,28.5401872377862,50.7103362425028,0
"117",3,"1",3,"b3.m1.r3",118.035789186642,131.176270125759,80.2615202696397,212.207150674642,0,1.63202580211475,1.62225796246753,1.38362649552645,1.84985209934555,0,69.6515648323589,48.830123241199,95.0260230217647,0
